5.750390815396987600e+05,6.222614325522239320e+06
5.750291920223422348e+05,6.222616523622216657e+06
5.750272977365470724e+05,6.222616802174559794e+06
5.750304262068247190e+05,6.222622000131583773e+06
5.750372374073603423e+05,6.222623455255883746e+06
5.750383579374375986e+05,6.222639683737384155e+06
5.748060025457275333e+05,6.222557940215225331e+06
5.747504869503192604e+05,6.222497056952900253e+06
5.747574985075639561e+05,6.222483118951917626e+06
5.747971858348285314e+05,6.222433470352645963e+06
5.748224391357036075e+05,6.222514298450773582e+06
5.747983502788915066e+05,6.222607880423066206e+06
5.750840771872526966e+05,6.222528937042469159e+06
5.750977624980881810e+05,6.222524723790044896e+06
5.751099214667615015e+05,6.222600526268027723e+06
5.747501530239169952e+05,6.222420682585564442e+06
5.749197470626267605e+05,6.222511032978348434e+06
5.747990628452242818e+05,6.222613347756154835e+06
5.749983990916006733e+05,6.222473890040719882e+06
5.751162731892825104e+05,6.222567908117229119e+06
5.751044755509301322e+05,6.222542430697611533e+06
5.749105162067116471e+05,6.222580449486101978e+06
5.751046994673326844e+05,6.222586407861327752e+06
5.751062349778320640e+05,6.222590999076741748e+06
5.750901510882324073e+05,6.222579584827396087e+06
5.750651053148538340e+05,6.222636990439792164e+06
5.747552376795990858e+05,6.222494434615284204e+06
5.750463116890799720e+05,6.222645456009455025e+06
5.747833953927195398e+05,6.222480409045807086e+06
5.747822663136280607e+05,6.222492757493215613e+06
5.747925569179168670e+05,6.222512107098201290e+06
5.747814900382831693e+05,6.222501271402660757e+06
5.748157034290573793e+05,6.222511709482183680e+06
5.748162479167145211e+05,6.222505796524008736e+06
5.748175570805432508e+05,6.222494531073287129e+06
5.748064642242600676e+05,6.222476280651454814e+06
5.748184890139090130e+05,6.222506659440311603e+06
5.748992844529441791e+05,6.222529277717827819e+06
5.748910318338004872e+05,6.222524224117751233e+06
5.749140375714526745e+05,6.222529034562299028e+06
5.749424145737107610e+05,6.222565054245698266e+06
5.749195607147987466e+05,6.222566146497984417e+06
5.749610126675702631e+05,6.222597986405366100e+06
5.749793179365629330e+05,6.222595055883415043e+06
5.750164113469773438e+05,6.222623402442386374e+06
5.750018388566259528e+05,6.222613339740163647e+06
5.749886053611522075e+05,6.222621591144124977e+06
5.750176805281040724e+05,6.222646056948360987e+06
5.750053516130663920e+05,6.222457691502384841e+06
5.750230981521944050e+05,6.222403263756554574e+06
5.750234886251988355e+05,6.222414336253402755e+06
5.750253234400665388e+05,6.222423853219592944e+06
5.750264731413355330e+05,6.222434515971703455e+06
5.750278593191044638e+05,6.222445516837103292e+06
5.750296896278368076e+05,6.222455289773899131e+06
5.750315918516127858e+05,6.222470541140649468e+06
5.750587238075011410e+05,6.222629809575605206e+06
5.750567015166963683e+05,6.222621781055365689e+06
5.750541499498583144e+05,6.222610258807915263e+06
5.750527909021190135e+05,6.222602330962983891e+06
5.750512683766168775e+05,6.222594155342234299e+06
5.750490543484258233e+05,6.222587136523870751e+06
5.750473831443921663e+05,6.222577867320616730e+06
5.750458752109236084e+05,6.222568857023386285e+06
5.750443093139121775e+05,6.222558186975388788e+06
5.750424142946357606e+05,6.222547500034126453e+06
5.750403250076383119e+05,6.222538323708030395e+06
5.750388935299604200e+05,6.222529559667102061e+06
5.750376442238062155e+05,6.222519975013745949e+06
5.750359110849878052e+05,6.222509624884386547e+06
5.750345630880933022e+05,6.222500706452619284e+06
5.750333312932963017e+05,6.222490120186537504e+06
5.750087662793198833e+05,6.222507992034818977e+06
5.750101139555978589e+05,6.222516576477903873e+06
5.750112998827676056e+05,6.222525169223672710e+06
5.750133020570314256e+05,6.222534355141737498e+06
5.750144054636303335e+05,6.222542690398248844e+06
5.750102304230073933e+05,6.222471915092330426e+06
5.750119503367403522e+05,6.222487998193442822e+06
5.750106937490151031e+05,6.222478825323929079e+06
5.750058310654778033e+05,6.222437394289149903e+06
5.750047640197107103e+05,6.222426977904067375e+06
5.750036502348349895e+05,6.222419232491401024e+06
5.750021266105186660e+05,6.222406136329459026e+06
5.750011488886332372e+05,6.222395231680953875e+06
5.751540742343027378e+05,6.222569683945949189e+06
