5.748017591619709274e+05,6.222515818917768076e+06
5.748084591607982293e+05,6.222469880912216380e+06
5.750285563867532182e+05,6.222622301376483403e+06
5.750381905679751653e+05,6.222610190913892351e+06
5.748857687364727026e+05,6.222452995812633075e+06
5.749162946141518187e+05,6.222448964881147258e+06
5.749427877356058452e+05,6.222440967302210629e+06
5.748862033927456941e+05,6.222634462361212820e+06
5.748745439719068818e+05,6.222629471727383323e+06
5.748620495909351157e+05,6.222626025086672977e+06
5.748525317208293127e+05,6.222622964432759210e+06
5.747946106563374633e+05,6.222612045498673804e+06
5.747764193781809881e+05,6.222610948847400956e+06
5.747619890515144216e+05,6.222608025352342054e+06
5.747466363864375744e+05,6.222600966818802059e+06
5.747830520476853708e+05,6.222644016597514041e+06
5.747673190015559085e+05,6.222640959029400721e+06
5.747529509035699302e+05,6.222638036647665314e+06
5.747470885249938583e+05,6.222571473729428835e+06
5.747588374135082122e+05,6.222553532735771500e+06
5.747685957160878461e+05,6.222443046453164890e+06
5.747770887486517895e+05,6.222426495932761580e+06
5.747964381023143651e+05,6.222400449611919001e+06
5.748394742551962845e+05,6.222455972363531590e+06
5.748634859016370028e+05,6.222433458795023151e+06
5.748856161570553668e+05,6.222415476793024689e+06
5.748911234536024276e+05,6.222391972211458720e+06
5.748989365372452885e+05,6.222638469868149608e+06
5.749013193457471207e+05,6.222623037393952720e+06
5.749042439600364305e+05,6.222605053924458101e+06
5.749069122843316291e+05,6.222587511276305653e+06
5.747906846959224204e+05,6.222573458733931184e+06
5.748368219994552201e+05,6.222615008740090765e+06
5.748338340082932264e+05,6.222597478629553691e+06
5.748309605418035062e+05,6.222580507143893279e+06
5.748268890314796008e+05,6.222564516668025404e+06
5.748247455408228561e+05,6.222552010910182260e+06
5.748218039824041771e+05,6.222542496984415688e+06
5.750173255608628970e+05,6.222571518909717910e+06
5.750145007287759800e+05,6.222566014568762854e+06
5.750184170937138842e+05,6.222601484331609681e+06
5.749913319262168370e+05,6.222582975813539699e+06
5.749867400842373027e+05,6.222578999122777022e+06
5.749780456542392494e+05,6.222571499612784944e+06
5.749665727090343134e+05,6.222562949606414884e+06
5.749552841726283077e+05,6.222554514181152917e+06
5.749532206958704628e+05,6.222541007828090340e+06
5.749590152671124088e+05,6.222525969013201073e+06
5.749663632304100320e+05,6.222510957371553406e+06
5.749717656138342572e+05,6.222497024959320202e+06
5.749779331108781043e+05,6.222481992690185085e+06
5.749966954575586133e+05,6.222489556999796070e+06
5.748863188977489481e+05,6.222510448866512626e+06
5.747616910059258807e+05,6.222450496087729000e+06
5.748950724617284723e+05,6.222571496309244074e+06
5.748816091445817146e+05,6.222563023083346896e+06
5.748661672213233542e+05,6.222553958721250296e+06
5.748509019176898291e+05,6.222545454123048112e+06
5.748401295709300321e+05,6.222539477160155773e+06
5.748330424795709550e+05,6.222536013697194867e+06
5.749737942531206645e+05,6.222640446491609327e+06
5.749304473310949979e+05,6.222638463963292539e+06
5.749332205580535810e+05,6.222622036407750100e+06
5.749358792659012834e+05,6.222605050229098648e+06
5.749894106759104179e+05,6.222436995685406029e+06
5.749891923167151399e+05,6.222413947681774385e+06
5.750598506156574003e+05,6.222407502904173918e+06
5.747994358147378080e+05,6.222558849807353690e+06
5.748109443066014210e+05,6.222555054094944149e+06
5.749574776859564008e+05,6.222617450917833485e+06
5.749387292263071286e+05,6.222506021204031073e+06
5.748090439636970405e+05,6.222432096468490548e+06
5.747960904660222586e+05,6.222471668919682503e+06
5.751121235036498401e+05,6.222518485179211944e+06
5.751251414025245467e+05,6.222562642018941231e+06
5.751326219427040778e+05,6.222569174296623096e+06
5.750658288802291499e+05,6.222611643357072026e+06
5.747936333820522996e+05,6.222520230300105177e+06
5.748399722719207639e+05,6.222541366930042394e+06
5.747770194082343951e+05,6.222477859812934883e+06
5.750462620622372488e+05,6.222606046220926568e+06
5.750467318026691210e+05,6.222608325467419811e+06
