X,Y,other_tags,
10.20381,56.1418135,"""crossing""=>""traffic_signals"""
10.2039049,56.1413998,,
10.207489,56.1427344,,
10.2076406,56.1426241,"""crossing""=>""traffic_signals"""
10.2077052,56.1431216,"""bicycle""=>""yes"""
10.205144,56.141236,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""4"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Adolph Meyers Vej"",""osak:identifier""=>""0a3f5095-dcf7-32b8-e044-0003ba298018"""
10.205634,56.141195,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""6"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Adolph Meyers Vej"",""osak:identifier""=>""0a3f5095-dcf8-32b8-e044-0003ba298018"""
10.206058,56.141119,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""8"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Adolph Meyers Vej"",""osak:identifier""=>""0a3f5095-dcf9-32b8-e044-0003ba298018"""
10.205202,56.142866,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""3"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Assensgade"",""osak:identifier""=>""0a3f5095-e334-32b8-e044-0003ba298018"""
10.205013,56.142823,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""5"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Assensgade"",""osak:identifier""=>""0a3f5095-e335-32b8-e044-0003ba298018"""
10.204811,56.142794,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""7"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Assensgade"",""osak:identifier""=>""0a3f5095-e336-32b8-e044-0003ba298018"""
10.204657,56.142768,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""9"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Assensgade"",""osak:identifier""=>""0a3f5095-e337-32b8-e044-0003ba298018"""
10.203722,56.142679,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""13"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Assensgade"",""osak:identifier""=>""0a3f5095-e338-32b8-e044-0003ba298018"""
10.203429,56.142672,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""15"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Assensgade"",""osak:identifier""=>""0a3f5095-e339-32b8-e044-0003ba298018"""
10.203196,56.142648,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""17"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Assensgade"",""osak:identifier""=>""0a3f5095-e33a-32b8-e044-0003ba298018"""
10.202947,56.142587,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""19"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Assensgade"",""osak:identifier""=>""0a3f5095-e33c-32b8-e044-0003ba298018"""
10.202829,56.142535,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""21"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Assensgade"",""osak:identifier""=>""0a3f5095-e33e-32b8-e044-0003ba298018"""
10.20387,56.142996,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""24"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Assensgade"",""osak:identifier""=>""0a3f5095-e33f-32b8-e044-0003ba298018"""
10.203545,56.142968,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""26"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Assensgade"",""osak:identifier""=>""0a3f5095-e340-32b8-e044-0003ba298018"""
10.203291,56.142943,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""28"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Assensgade"",""osak:identifier""=>""0a3f5095-e341-32b8-e044-0003ba298018"""
